"filename", "language", "JavaScript", "CSS", "comment", "blank", "total"
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\App.css", "CSS", 0, 116, 3, 31, 150
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\App.js", "JavaScript", 54, 0, 0, 4, 58
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\firebase-config.js", "JavaScript", 15, 0, 0, 2, 17
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\hooks\UseLocalStorage.js", "JavaScript", 21, 0, 0, 5, 26
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\hooks\useWindowSize.js", "JavaScript", 14, 0, 0, 2, 16
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\index.js", "JavaScript", 12, 0, 0, 2, 14
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\Redirect.js", "JavaScript", 20, 0, 0, 5, 25
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\auth\Login.js", "JavaScript", 45, 0, 0, 4, 49
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\auth\Register.js", "JavaScript", 65, 0, 0, 5, 70
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\boards\TodoListBoardPage.js", "JavaScript", 7, 0, 0, 2, 9
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\Box.js", "JavaScript", 9, 0, 0, 2, 11
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\ChangeThemeButton.js", "JavaScript", 83, 0, 0, 6, 89
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\Dropdown.js", "JavaScript", 41, 0, 0, 2, 43
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\Loading.js", "JavaScript", 10, 0, 0, 3, 13
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\LogoutButton.js", "JavaScript", 20, 0, 0, 5, 25
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\Header.js", "JavaScript", 31, 0, 0, 4, 35
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\PageLayout.js", "JavaScript", 30, 0, 0, 4, 34
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\sidebar\Sidebar.js", "JavaScript", 20, 0, 0, 3, 23
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\sidebar\components\AddChildModal.js", "JavaScript", 73, 0, 0, 4, 77
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\sidebar\components\SidebarBody.js", "JavaScript", 79, 0, 0, 4, 83
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\sidebar\components\SidebarChild.js", "JavaScript", 39, 0, 0, 4, 43
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\sidebar\components\SidebarItem.js", "JavaScript", 22, 0, 0, 3, 25
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\sidebar\components\SidebarLink.js", "JavaScript", 16, 0, 0, 3, 19
"c:\Users\me\Desktop\React\learning_projects\productivity-app\src\pages\components\PageLayout\sidebar\components\SidebarParent.js", "JavaScript", 83, 0, 0, 6, 89
